nationalsyndicalist_rebels_desc;The Blue Shirts are revolutionaries driven by the new ideology of national syndicalism. These hardened revolutionaries, working under the dogmas of violence and syndicalist mass action, will stop at nothing to overthrow both the old monarchies and the new democracies and replace them with the totalitarian, nationalist and syndicalist concepts of the ideology.;The Blue Shirts are revolutionaries driven by the new ideology of national syndicalism. These hardened revolutionaries, working under the dogmas of violence and syndicalist mass action, will stop at nothing to overthrow both the old monarchies and the new democracies and replace them with the totalitarian, nationalist and syndicalist concepts of the ideology.;The Blue Shirts are revolutionaries driven by the new ideology of national syndicalism. These hardened revolutionaries, working under the dogmas of violence and syndicalist mass action, will stop at nothing to overthrow both the old monarchies and the new democracies and replace them with the totalitarian, nationalist and syndicalist concepts of the ideology.;The Blue Shirts are revolutionaries driven by the new ideology of national syndicalism. These hardened revolutionaries, working under the dogmas of violence and syndicalist mass action, will stop at nothing to overthrow both the old monarchies and the new democracies and replace them with the totalitarian, nationalist and syndicalist concepts of the ideology.;Los Camisas Azules son revolucionarios impulsados por la nueva ideología del nacionalsindicalismo. Estos curtidos revolucionarios, que trabajan bajo los dogmas de la violencia y la acción en masa sindical, no se detendrán ante nada para derribar tanto las viejas monarquías como las nuevas democracias y reemplazarlas con los conceptos totalitarios, nacionalistas y sindicalistas de la ideología.;;;;;;;;;x
nationalsyndicalist_rebels_army;Nationalsyndicalists;Nationalsyndicalists;Nationalsyndicalists;Nationalsyndicalists;Nacionalsindicalistas;;;;;;;;;x
agrarist_rebels_title;Agrarists;Agrarists;Agrarists;Agrarists;Agraristas;;;;;;;;;x
agrarist_rebels_name;Green Movement;Movimiento Verde;Movimiento Verde;Movimiento Verde;Movimiento Verde;;;;;;;;;x
agrarist_rebels_desc;Agrarists are closely related to the principles of Luddism. They reject industrialization, consider that machines will destroy employment and propose a return to manual labor. Closing all existing factories.;;;;Los agraristas están cercanamente relacionados con los principios del ludismo. Rechazan la industrialización, consideran que las máquinas destruirán el empleo y proponer regresar al trabajo manual. Cerrando todas las fábricas existentes.;;;;;;;;;x
agrarist_rebels_army;Agrarists;Agrarists;Agrarists;Agrarists;Agraristas;;;;;;;;;x
agrarism_rebels_name;Green Movement;Movimiento Verde;Movimiento Verde;Movimiento Verde;Movimiento Verde;;;;;;;;;x
theocratic_rebels_title;Theocratic;Theocratics;Theocratics;Theocratics;Teocrático;;;;;;;;;x
theocratic_rebels_name;Soldiers of God;Soldiers of God;Soldiers of God;Soldiers of God;Soldados de Dios;;;;;;;;;x
theocratic_rebels_desc;Theocratic maintain a strong degree of conservatism or political reactionaryism. Wanting religion to be the guiding light in all matters of state.;;;;Los partidos teocráticos mantienen un fuerte grado de conservadurismo o reaccionarismo político. Queriendo que la religión sea la luz que guie todos los temas del estado.;;;;;;;;;x
theocratic_rebels_army;Theocratics;Theocratics;Theocratics;Theocratics;Teocráticos;;;;;;;;;x
theocracy_rebels_title;Theocratic;Theocratics;Theocratics;Theocratics;Teocrático;;;;;;;;;x
theocracy_rebels_name;Soldiers of God;Soldiers of God;Soldiers of God;Soldiers of God;Soldados de Dios;;;;;;;;;x
theocracy_rebels_desc;Theocratic maintain a strong degree of conservatism or political reactionaryism. Wanting religion to be the guiding light in all matters of state.;;;;Los partidos teocráticos mantienen un fuerte grado de conservadurismo o reaccionarismo político. Queriendo que la religión sea la luz que guie todos los temas del estado.;;;;;;;;;x
theocracy_rebels_army;Theocratics;Theocratics;Theocratics;Theocratics;Teocráticos;;;;;;;;;x
agrarist_rebels;Green Movement;Movimiento Verde;Movimiento Verde;Movimiento Verde;Movimiento Verde;;;;;;;;;x
nationalsyndicalist_rebels;Nationalsyndicalists;Nationalsyndicalists;Nationalsyndicalists;Nationalsyndicalists;Nacionalsindicalistas;;;;;;;;;x
agrarism_rebels;Agrarists;Agrarists;Agrarists;Agrarists;Agraristas;;;;;;;;;x
theocracy_ruler;Supreme Leader;Supreme Leader;Supreme Leader;Supreme Leader;Lider Supremo;;;;;;;;;x
agrarist_ruler;Communal Leader;Communal Leader;Communal Leader;Communal Leader;Lider Comunal;;;;;;;;;x
nationalsyndicalist_dictatorship_ruler;Generalisimo;Generalisimo;Generalisimo;Generalisimo;Generalisimo;;;;;;;;;x
agrarism_rebels_title;Green Movement;Movimiento Verde;Movimiento Verde;Movimiento Verde;Movimiento Verde;;;;;;;;;x
agrarism_rebels_name;Green Movement;Movimiento Verde;Movimiento Verde;Movimiento Verde;Movimiento Verde;;;;;;;;;x
agrarism_rebels_desc;Agrarists are closely related to the principles of Luddism. They reject industrialization, consider that machines will destroy employment and propose a return to manual labor. Closing all existing factories.;;;;Los agraristas están cercanamente relacionados con los principios del ludismo. Rechazan la industrialización, consideran que las máquinas destruirán el empleo y proponer regresar al trabajo manual. Cerrando todas las fábricas existentes.;;;;;;;;;x
agrarism_rebels_army;Green Movement;Movimiento Verde;Movimiento Verde;Movimiento Verde;Movimiento Verde;;;;;;;;;x
EVTNAME11106;The $FROMCOUNTRY_ADJ$ Proposal;;;;La Propuesta $FROMCOUNTRY_ADJ$;;;;;;;;;x
EVTDESC11106;$MONARCHTITLE$, the $FROMCOUNTRY_ADJ$ ambassador has presented us with news from the recent parliament of German revolutionaries. $FROMCOUNTRY$ has agreed to assemble a federation of German states, with the goal of eventually forming a greater Germany. If we do not agree,it is possible that $FROMCOUNTRY$ will attempt to take our lands by force.;;;;$MONARCHTITLE$, el embajador de $FROMCOUNTRY_ADJ$ nos ha presentado las noticias del reciente parlamento de los revolucionarios alemanes. $FROMCOUNTRY$ ha acordado reunir una federación de estados alemanes, con el objetivo de formar eventualmente una gran Alemania. Si no estamos de acuerdo, es posible que $FROMCOUNTRY$ intente tomar nuestras tierras por la fuerza.;;;;;;;;;x
