BAB_presidential_dictatorship;Democratic Union of Babylonia;Democratic Union of Babylonia;Democratic Union of Babylonia;Democratic Union of Babylonia;Unión Democrática de Babilonia;;;;;;;;;;
BAB_bourgeois_dictatorship;United States of Babylonia;United States of Babylonia;United States of Babylonia;United States of Babylonia;Estados Unidos de Babilonia;;;;;;;;;;
BAB_democracy;Republic of Mesopotamia;Republic of Mesopotamia;Republic of Mesopotamia;Republic of Mesopotamia;República de Mesopotamia;;;;;;;;;;
BAB_absolute_monarchy;Empire of Babylonia;Empire of Babylonia;Empire of Babylonia;Empire of Babylonia;Imperio de Babilonia;;;;;;;;;;
BAB_prussian_constitutionalism;United Kingdoms of Babylonia;United Kingdoms of Babylonia;United Kingdoms of Babylonia;United Kingdoms of Babylonia;Reinos Unidos de Babilonia;;;;;;;;;;
BAB_hms_government;United Kingdoms of Babylonia;United Kingdoms of Babylonia;United Kingdoms of Babylonia;United Kingdoms of Babylonia;Reinos Unidos de Babilonia;;;;;;;;;;
BAB_theocracy;Holy Empire of Babylonia;Holy Empire of Babylonia;Holy Empire of Babylonia;Holy Empire of Babylonia;Sagrado Imperio de Babilonia;;;;;;;;;;
SYR_fascist_dictatorship;Greater Syria;Greater Syria;Greater Syria;Greater Syria;Gran Siria;;;;;;;;;;
SYR_proletarian_dictatorship;Laborist Republic of Syria;Laborist Republic of Syria;Laborist Republic of Syria;Laborist Republic of Syria;República Laborista de Siria;;;;;;;;;;
SYR_presidential_dictatorship;Democratic Arab Republic of Syria;Democratic Arab Republic of Syria;Democratic Arab Republic of Syria;Democratic Arab Republic of Syria;República Árabe Democrática de Siria;;;;;;;;;;
SYR_bourgeois_dictatorship;Free Republic of Syria;Free Republic of Syria;Free Republic of Syria;Free Republic of Syria;República Libre de Siria;;;;;;;;;;
SYR_democracy;Republic of Syria;Republic of Syria;Republic of Syria;Republic of Syria;República de Siria;;;;;;;;;;
SYR_absolute_monarchy;Kingdom of Syria;Kingdom of Syria;Kingdom of Syria;Kingdom of Syria;Reino de Siria;;;;;;;;;;
SYR_prussian_constitutionalism;Kingdom of Syria;Kingdom of Syria;Kingdom of Syria;Kingdom of Syria;Reino de Siria;;;;;;;;;;
SYR_hms_government;Kingdom of Syria;Kingdom of Syria;Kingdom of Syria;Kingdom of Syria;Reino de Siria;;;;;;;;;;
SYR_theocracy;Holy State of Syria;Holy State of Syria;Holy State of Syria;Holy State of Syria;Estado Sagrado de Siria;;;;;;;;;;
IRQ_fascist_dictatorship;Greater Iraq;Greater Iraq;Greater Iraq;Greater Iraq;Gran Irak;;;;;;;;;;
IRQ_proletarian_dictatorship;Laborist Republic of Iraq;Laborist Republic of Iraq;Laborist Republic of Iraq;Laborist Republic of Iraq;República Laborista de Irak;;;;;;;;;;
IRQ_presidential_dictatorship;Democratic Arab Republic of Iraq;Democratic Arab Republic of Iraq;Democratic Arab Republic of Iraq;Democratic Arab Republic of Iraq;República Árabe Democrática de Irak;;;;;;;;;;
IRQ_bourgeois_dictatorship;Free State of Iraq;Free State of Iraq;Free State of Iraq;Free State of Iraq;Estado Libre de Irak;;;;;;;;;;
IRQ_democracy;Republic of Iraq;Republic of Iraq;Republic of Iraq;Republic of Iraq;República de Irak;;;;;;;;;;
IRQ_absolute_monarchy;Kingdom of Iraq;Kingdom of Iraq;Kingdom of Iraq;Kingdom of Iraq;Reino de Irak;;;;;;;;;;
IRQ_prussian_constitutionalism;Kingdom of Iraq;Kingdom of Iraq;Kingdom of Iraq;Kingdom of Iraq;Reino de Irak;;;;;;;;;;
IRQ_hms_government;Kingdom of Iraq;Kingdom of Iraq;Kingdom of Iraq;Kingdom of Iraq;Reino de Irak;;;;;;;;;;
IRQ_theocracy;Holy State of Iraq;Holy State of Iraq;Holy State of Iraq;Holy State of Iraq;Estado Sagrado de Irak;;;;;;;;;;
GRE_fascist_dictatorship;Greater Greek Empire;Greater Greek Empire;Greater Greek Empire;Greater Greek Empire;Gran Imperio Griego;;;;;;;;;;
GRE_proletarian_dictatorship;Union of Laborist's Polis;Union of Laborist's Polis;Union of Laborist's Polis;Union of Laborist's Polis;Unión de Polis Obreras;;;;;;;;;;
GRE_presidential_dictatorship;Democratic State of Greece;Democratic State of Greece;Democratic State of Greece;Democratic State of Greece;Estado Democrático de Grecia;;;;;;;;;;
GRE_bourgeois_dictatorship;Unitary State of Greece;Unitary State of Greece;Unitary State of Greece;Unitary State of Greece;Estado Unitario de Grecia;;;;;;;;;;
GRE_democracy;Republic of Hellas;Republic of Hellas;Republic of Hellas;Republic of Hellas;República de Hellas;;;;;;;;;;
GRE_absolute_monarchy;Kingdom of Hellas;Kingdom of Hellas;Kingdom of Hellas;Kingdom of Hellas;Reino de Hellas;;;;;;;;;;
GRE_prussian_constitutionalism;Kingdom of the Greeks;Kingdom of the Greeks;Kingdom of the Greeks;Kingdom of the Greeks;Reino de los Griegos;;;;;;;;;;
GRE_hms_government;United Kingdom of the Greeks;United Kingdom of the Greeks;United Kingdom of the Greeks;United Kingdom of the Greeks;Reino Unido de los Griegos;;;;;;;;;;
GRE_theocracy;Helenic State of Greece;Helenic State of Greece;Helenic State of Greece;Helenic State of Greece;Estado Helénico de Grecia;;;;;;;;;;
SPQ_fascist_dictatorship;Great Mediterranean Empire;Great Mediterranean Empire;Great Mediterranean Empire;Great Mediterranean Empire;Gran Imperio Mediterráneo;;;;;;;;;;
SPQ_proletarian_dictatorship;Union of Mediterranean Laborist Republics;Union of Mediterranean Laborist Republics;Union of Mediterranean Laborist Republics;Union of Mediterranean Laborist Republics;Unión de Repúblicas Laboristas Mediterraneas;;;;;;;;;;
SPQ_presidential_dictatorship;Union of the Mediterranean;Union of the Mediterranean;Union of the Mediterranean;Union of the Mediterranean;Unión del Mediterráneo;;;;;;;;;;
SPQ_bourgeois_dictatorship;Senate and the Mediterranean People;Senate and the Mediterranean People;Senate and the Mediterranean People;Senate and the Mediterranean People;Senado y el Pueblo Mediterráneo;;;;;;;;;;
SPQ_democracy;Republic of the Mediterranean;Republic of the Mediterranean;Republic of the Mediterranean;Republic of the Mediterranean;República del Mediterráneo;;;;;;;;;;
SPQ_absolute_monarchy;Empire of the Mediterranean;Empire of the Mediterranean;Empire of the Mediterranean;Empire of the Mediterranean;Imperio del Mediterráneo;;;;;;;;;;
SPQ_prussian_constitutionalism;United Kingdom of the Mediterranean;United Kingdom of the Mediterranean;United Kingdom of the Mediterranean;United Kingdom of the Mediterranean;Imperio Unido del Mediterráneo;;;;;;;;;;
SPQ_hms_government;United Kingdom of the Mediterranean;United Kingdom of the Mediterranean;United Kingdom of the Mediterranean;United Kingdom of the Mediterranean;Imperio Federal del Mediterráneo;;;;;;;;;;
SPQ_theocracy;Helenic State of the Mediterranean;Helenic State of the Mediterranean;Helenic State of the Mediterranean;Helenic State of the Mediterranean;Estado Helénico del Mediterráneo;;;;;;;;;;
CSH_fascist_dictatorship;New Shun Empire;New Shun Empire;New Shun Empire;New Shun Empire;Nuevo Imperio Shun;;;;;;;;;;
CSH_proletarian_dictatorship;People's Republic of North China;People's Republic of North China;People's Republic of North China;People's Republic of North China;República Popular China del Norte;;;;;;;;;;
CSH_presidential_dictatorship;Democratic State of North China;Democratic State of North China;Democratic State of North China;Democratic State of North China;Estado Democrático Chino del Norte;;;;;;;;;;
CSH_bourgeois_dictatorship;Free Beifaren Republic;Free Beifaren Republic;Free Beifaren Republic;Free Beifaren Republic;República Libre Beifaren;;;;;;;;;;
CSH_democracy;Beifaren Republic;Beifaren Republic;Beifaren Republic;Beifaren Republic;República Beifaren;;;;;;;;;;
CSH_absolute_monarchy;Celestial Empire of Shun;Celestial Empire of Shun;Celestial Empire of Shun;Celestial Empire of Shun;Imperio Celestial Shun;;;;;;;;;;
CSH_prussian_constitutionalism;Shun Empire;Shun Empire;Shun Empire;Shun Empire;Imperio Shun;;;;;;;;;;
CSH_hms_government;Shun Empire;Shun Empire;Shun Empire;Shun Empire;Imperio Shun;;;;;;;;;;
CSH_theocracy;Theocratic Shun State;Theocratic Shun State;Theocratic Shun State;Theocratic Shun State;Estado Teocrático Shun;;;;;;;;;;
AAC_fascist_dictatorship;Legionary State of Aachen;;;Estado Legionario de Aquisgrán;Estado Legionario de Aquisgrán;;;;;;;;;;
AAC_proletarian_dictatorship;Laborist Republic of Aachen;;;República Laborista de Aquisgrán;República Laborista de Aquisgrán;;;;;;;;;;
AAC_presidential_dictatorship;Democratic State of Aachen;;;Estado Democrático de Aquisgrán;Estado Democrático de Aquisgrán;;;;;;;;;;
AAC_bourgeois_dictatorship;Free State of Aachen;;;Estado Libre de Aquisgrán;Estado Libre de Aquisgrán;;;;;;;;;;
AAC_democracy;Republic of Aachen;;;República de Aquisgrán;República de Aquisgrán;;;;;;;;;;
AAC_absolute_monarchy;Duchy of Aachen;;;Ducado de Aquisgrán;Ducado de Aquisgrán;;;;;;;;;;
AAC_prussian_constitutionalism;Duchy of Aachen;;;Ducado de Aquisgrán;Ducado de Aquisgrán;;;;;;;;;;
AAC_hms_government;Duchy of Aachen;;;Ducado de Aquisgrán;Ducado de Aquisgrán;;;;;;;;;;
AAC_theocracy;Sacred Duchy of Aachen;;;Sacro Ducado de Aquisgrán;Sacro Ducado de Aquisgrán;;;;;;;;;;
ABE_fascist_dictatorship;Legionary State of Abenaki;;;Estado Legionario de Abenaki;Estado Legionario de Abenaki;;;;;;;;;;
ABE_proletarian_dictatorship;Laborist Republic of Abenaki;;;República Laborista de Abenaki;República Laborista de Abenaki;;;;;;;;;;
ABE_presidential_dictatorship;Democratic State of Abenaki;;;Estado Democrático de Abenaki;Estado Democrático de Abenaki;;;;;;;;;;
ABE_bourgeois_dictatorship;Free State of Abenaki;;;Estado Libre de Abenaki;Estado Libre de Abenaki;;;;;;;;;;
ABE_democracy;Republic of Abenaki;;;República de Abenaki;República de Abenaki;;;;;;;;;;
ABE_absolute_monarchy;Duchy of Abenaki;;;Ducado de Abenaki;Ducado de Abenaki;;;;;;;;;;
ABE_prussian_constitutionalism;Duchy of Abenaki;;;Ducado de Abenaki;Ducado de Abenaki;;;;;;;;;;
ABE_hms_government;Duchy of Abenaki;;;Ducado de Abenaki;Ducado de Abenaki;;;;;;;;;;
ABE_theocracy;Sacred Duchy of Abenaki;;;Sacro Ducado de Abenaki;Sacro Ducado de Abenaki;;;;;;;;;;
ABU_fascist_dictatorship;Legionary State of Abu Dhabi;;;Estado Legionario de Abu Dabi;Estado Legionario de Abu Dabi;;;;;;;;;;
ABU_proletarian_dictatorship;Laborist Republic of Abu Dhabi;;;República Laborista de Abu Dabi;República Laborista de Abu Dabi;;;;;;;;;;
ABU_presidential_dictatorship;Democratic State of Abu Dhabi;;;Estado Democrático de Abu Dabi;Estado Democrático de Abu Dabi;;;;;;;;;;
ABU_bourgeois_dictatorship;Free State of Abu Dhabi;;;Estado Libre de Abu Dabi;Estado Libre de Abu Dabi;;;;;;;;;;
ABU_democracy;Republic of Abu Dhabi;;;República de Abu Dabi;República de Abu Dabi;;;;;;;;;;
ABU_absolute_monarchy;Emirate of Abu Dhabi;;;Emirato de Abu Dabi;Emirato de Abu Dabi;;;;;;;;;;
ABU_prussian_constitutionalism;Emirate of Abu Dhabi;;;Emirato de Abu Dabi;Emirato de Abu Dabi;;;;;;;;;;
ABU_hms_government;Emirate of Abu Dhabi;;;Emirato de Abu Dabi;Emirato de Abu Dabi;;;;;;;;;;
ABU_theocracy;Sacred Emirate of Abu Dhabi;;;Sacro Emirato de Abu Dabi;Sacro Emirato de Abu Dabi;;;;;;;;;;
ADE_fascist_dictatorship;Legionary State of Aden;;;Estado Legionario de Aden;Estado Legionario de Aden;;;;;;;;;;
ADE_proletarian_dictatorship;Laborist Republic of Aden Gulf;;;República Laborista del Golfo de Aden;República Laborista del Golfo de Aden;;;;;;;;;;
ADE_presidential_dictatorship;Democratic Republic of Aden;;;República Democrática de Aden;República Democrática de Aden;;;;;;;;;;
ADE_bourgeois_dictatorship;Free State of Aden;;;Estado Libre de Aden;Estado Libre de Aden;;;;;;;;;;
ADE_democracy;Republic of Aden;;;República de Aden;República de Aden;;;;;;;;;;
ADE_absolute_monarchy;Emirate of Aden;;;Emirato de Aden;Emirato de Aden;;;;;;;;;;
ADE_prussian_constitutionalism;Emirate of Aden;;;Emirato de Aden;Emirato de Aden;;;;;;;;;;
ADE_hms_government;Emirate of Aden;;;Emirato de Aden;Emirato de Aden;;;;;;;;;;
ADE_theocracy;Sacred Emirate of Aden;;;Sacro Emirato de Aden;Sacro Emirato de Aden;;;;;;;;;;
AWS_fascist_dictatorship;Legionary State of Afar;;;Estado Legionario de Afar;Estado Legionario de Afar;;;;;;;;;;
AWS_proletarian_dictatorship;Laborist Republic of Afar;;;República Laborista de Afar;República Laborista de Afar;;;;;;;;;;
AWS_presidential_dictatorship;Democratic Republic of Afar;;;República Democrática de Afar;República Democrática de Afar;;;;;;;;;;
AWS_bourgeois_dictatorship;Free State of Afar;;;Estado Libre de Afar;Estado Libre de Afar;;;;;;;;;;
AWS_democracy;Republic of Afar;;;República de Afar;República de Afar;;;;;;;;;;
AWS_absolute_monarchy;Emirate of Afar;;;Emirato de Afar;Emirato de Afar;;;;;;;;;;
AWS_prussian_constitutionalism;Emirate of Afar;;;Emirato de Afar;Emirato de Afar;;;;;;;;;;
AWS_hms_government;Emirate of Afar;;;Emirato de Afar;Emirato de Afar;;;;;;;;;;
AWS_theocracy;Sacred Emirate of Afar;;;Sacro Emirato de Afar;Sacro Emirato de Afar;;;;;;;;;;
AFG_fascist_dictatorship;Integralist State of Afghanistan;;;Estado Integralista de Afganistán;Estado Integralista de Afganistán;;;;;;;;;;
AFG_proletarian_dictatorship;Laborist Republic of Afghanistan;;;República Laborista de Afganistán;República Laborista de Afganistán;;;;;;;;;;
AFG_presidential_dictatorship;Democratic Republic of Afghanistan;;;República Democrática de Afganistán;República Democrática de Afganistán;;;;;;;;;;
AFG_bourgeois_dictatorship;Free State of Afghanistan;;;Estado Libre de Afganistán;Estado Libre de Afganistán;;;;;;;;;;
AFG_democracy;Republic of Afghanistan;;;República de Afganistán;República de Afganistán;;;;;;;;;;
AFG_absolute_monarchy;Sultanate of Afghanistan;;;Sultanato de Afganistán;Sultanato de Afganistán;;;;;;;;;;
AFG_prussian_constitutionalism;Sultanate of Afghanistan;;;Sultanato de Afganistán;Sultanato de Afganistán;;;;;;;;;;
AFG_hms_government;Sultanate of Afghanistan;;;Sultanato de Afganistán;Sultanato de Afganistán;;;;;;;;;;
AFG_theocracy;Gelug Republic of Afghanistan;;;República Gelugpa de Afganistán;República Gelugpa de Afganistán;;;;;;;;;;
AMD_fascist_dictatorship;Unitarian State of Ahmadnagar;;;Estado Unitario de Ahmadnagar;Estado Unitario de Ahmadnagar;;;;;;;;;;
AMD_proletarian_dictatorship;Laborist Republic of Ahmadnagar;;;República Laborista de Ahmadnagar;República Laborista de Ahmadnagar;;;;;;;;;;
AMD_presidential_dictatorship;Democratic Republic of Ahmadnagar;;;República Democrática de Ahmadnagar;República Democrática de Ahmadnagar;;;;;;;;;;
AMD_bourgeois_dictatorship;Free State of Ahmadnagar;;;Estado Libre de Ahmadnagar;Estado Libre de Ahmadnagar;;;;;;;;;;
AMD_democracy;Republic of Ahmadnagar;;;República de Ahmadnagar;República de Ahmadnagar;;;;;;;;;;
AMD_absolute_monarchy;Sultanate of Ahmadnagar;;;Sultanato de Ahmadnagar;Sultanato de Ahmadnagar;;;;;;;;;;
AMD_prussian_constitutionalism;Sultanate of Ahmadnagar;;;Sultanato de Ahmadnagar;Sultanato de Ahmadnagar;;;;;;;;;;
AMD_hms_government;Sultanate of Ahmadnagar;;;Sultanato de Ahmadnagar;Sultanato de Ahmadnagar;;;;;;;;;;
AMD_theocracy;Sacred Ahmadnagar;;;Sagrada Ahmadnagar;Sagrada Ahmadnagar;;;;;;;;;;
AIN_fascist_dictatorship;Samurai State of Ainu;;;Estado Samurai de Ainu;Estado Samurai de Ainu;;;;;;;;;;
AIN_proletarian_dictatorship;Laborist Republic of Ainu;;;República Laborista de Ainu;República Laborista de Ainu;;;;;;;;;;
AIN_presidential_dictatorship;Democratic Republic of Ainu;;;República Democrática de Ainu;República Democrática de Ainu;;;;;;;;;;
AIN_bourgeois_dictatorship;Free State of Ainu;;;Estado Libre de Ainu;Estado Libre de Ainu;;;;;;;;;;
AIN_democracy;Republic of Ainu;;;República de Ainu;República de Ainu;;;;;;;;;;
AIN_absolute_monarchy;Shogunate Ainu;;;Shogunato Ainu;Shogunato Ainu;;;;;;;;;;
AIN_prussian_constitutionalism;Shogunate Ainu;;;Shogunato Ainu;Shogunato Ainu;;;;;;;;;;
AIN_hms_government;Shogunate Ainu;;;Shogunato Ainu;Shogunato Ainu;;;;;;;;;;
AIN_theocracy;Sacred Ainu;;;Sagrada Ainu;Sagrada Ainu;;;;;;;;;;
AYR_fascist_dictatorship;State of Air;;;Estado de Air;Estado de Air;;;;;;;;;;
AYR_proletarian_dictatorship;Commune of Air;;;Comuna de Air;Comuna de Air;;;;;;;;;;
AYR_presidential_dictatorship;Democratic State of Air;;;Estado Democrático de Air;Estado Democrático de Air;;;;;;;;;;
AYR_bourgeois_dictatorship;Free State of Air;;;Estado Libre de Air;Estado Libre de Air;;;;;;;;;;
AYR_democracy;Republic of Air;;;República de Air;República de Air;;;;;;;;;;
AYR_absolute_monarchy;Kingdom of Air;;;Reino de Air;Reino de Air;;;;;;;;;;
AYR_prussian_constitutionalism;Kingdom of Air;;;Reino de Air;Reino de Air;;;;;;;;;;
AYR_hms_government;Kingdom of Air;;;Reino de Air;Reino de Air;;;;;;;;;;
AYR_theocracy;Sacred Air;;;Estado Sagrado de Aire;Estado Sagrado de Aire;;;;;;;;;;
AJU_fascist_dictatorship;State of Ajuuraan;;;Estado de Ajuuraan;Estado de Ajuran;;;;;;;;;;
AJU_proletarian_dictatorship;Commune of Ajuuraan;;;Comuna de Ajuuraan;Comuna de Ajuran;;;;;;;;;;
AJU_presidential_dictatorship;Democratic State of Ajuuraan;;;Estado Democrático de Ajuuraan;Estado Democrático de Ajuran;;;;;;;;;;
AJU_bourgeois_dictatorship;Free State of Ajuuraan;;;Estado Libre de Ajuuraan;Estado Libre de Ajuran;;;;;;;;;;
AJU_democracy;Republic of Ajuuraan;;;República de Ajuuraan;República de Ajuran;;;;;;;;;;
AJU_absolute_monarchy;Kingdom of Ajuuraan;;;Reino de Ajuuraan;Reino de Ajuran;;;;;;;;;;
AJU_prussian_constitutionalism;Kingdom of Ajuuraan;;;Reino de Ajuuraan;Reino de Ajuran;;;;;;;;;;
AJU_hms_government;Kingdom of Ajuuraan;;;Reino de Ajuuraan;Reino de Ajuran;;;;;;;;;;
AJU_theocracy;Sacred Ajuuraan;;;Sagrado Ajuran;Sagrado Ajuran;;;;;;;;;;
ALN_fascist_dictatorship;Alan National Laborist State;;;Estado Nacionallaborista Alano;Estado Nacionallaborista Alano;;;;;;;;;;
ALN_proletarian_dictatorship;Alan Soviet Laborist Republic;;;República Laborista Soviética alana;República Laborista Soviética alana;;;;;;;;;;
ALN_presidential_dictatorship;Alan Federation;;;Federación Alana;Federación Alana;;;;;;;;;;
ALN_bourgeois_dictatorship;Alan Free State;;;Estado Libre de Alania;Estado Libre de Alania;;;;;;;;;;
ALN_democracy;Republic of Alania;;;República de Alania;República de Alania;;;;;;;;;;
ALN_absolute_monarchy;Kingdom of Alania;;;Reino de Alania;Reino de Alania;;;;;;;;;;
ALN_prussian_constitutionalism;Kingdom of Alania;;;Reino de Alania;Reino de Alania;;;;;;;;;;
ALN_hms_government;Kingdom of Alania;;;Reino de Alania;Reino de Alania;;;;;;;;;;
ALN_theocracy;Holy Alania;;;Sagrada Alania;Sagrada Alania;;;;;;;;;;
LSK_fascist_dictatorship;Legionary Alaska;;;Alaska Legionaria;Alyeska Legionaria;;;;;;;;;;
LSK_proletarian_dictatorship;Alaska Soviet Laborist Republic;;;República Laborista Soviética de Alyeska;República Laborista Soviética de Alyeska;;;;;;;;;;
LSK_presidential_dictatorship;United States of Alaska;;;Estados Unidos de Alyeska;Estados Unidos de Alyeska;;;;;;;;;;
LSK_bourgeois_dictatorship;Alaska Free State;;;Estado Libre de Alyeska;Estado Libre de Alyeska;;;;;;;;;;
LSK_democracy;Republic of Alaska;;;República de Alyeska;República de Alyeska;;;;;;;;;;
LSK_absolute_monarchy;Kingdom of Alaska;;;Reino de Alyeska;Reino de Alyeska;;;;;;;;;;
LSK_prussian_constitutionalism;Kingdom of Alaska;;;Reino de Alyeska;Reino de Alyeska;;;;;;;;;;
LSK_hms_government;Kingdom of Alaska;;;Reino de AlaskaAlyeska;Reino de AlaskaAlyeska;;;;;;;;;;
LSK_theocracy;Sacred Alaska;;;Sagrada Alyeska;Sagrada Alyeska;;;;;;;;;;
ALE_fascist_dictatorship;Legionary Alenconium;;;Alenconium Legionaria;Alenconium Legionaria;;;;;;;;;;
ALE_proletarian_dictatorship;Alenconium Commune;;;Comuna de Alenconium;Comuna de Alenconium;;;;;;;;;;
ALE_presidential_dictatorship;Alenconium;;;Alenconium;Alenconium;;;;;;;;;;
ALE_bourgeois_dictatorship;Free State of Alenconium;;;Estado Libre de Alenconium;Estado Libre de Alenconium;;;;;;;;;;
ALE_democracy;Republic of Alenconium;;;República de Alenconium;República de Alenconium;;;;;;;;;;
ALE_absolute_monarchy;Duchy of Alenconium;;;Ducado de Alenconium;Ducado de Alenconium;;;;;;;;;;
ALE_prussian_constitutionalism;Duchy of Alenconium;;;Ducado de Alenconium;Ducado de Alenconium;;;;;;;;;;
ALE_hms_government;Duchy of Alenconium;;;Ducado de Alenconium;Ducado de Alenconium;;;;;;;;;;
ALE_theocracy;Sacred Alenconium;;;Sagrado Alenconium;Sagrado Alenconium;;;;;;;;;;
ALD_fascist_dictatorship;State of Algeria;;;Estado de Argelia;Estado de Argelia;;;;;;;;;;
ALD_proletarian_dictatorship;Commune of Algeria;;;Comuna de Argelia;Comuna de Argelia;;;;;;;;;;
ALD_presidential_dictatorship;United States of Algeria;;;Estados Unidos de Argelia;Estados Unidos de Argelia;;;;;;;;;;
ALD_bourgeois_dictatorship;Free State of Algeria;;;Estado Libre de Argelia;Estado Libre de Argelia;;;;;;;;;;
ALD_democracy;Republic of Algeria;;;República de Argelia;República de Argelia;;;;;;;;;;
ALD_absolute_monarchy;Kingdom of Algeria;;;Reino de Argelia;Reino de Argelia;;;;;;;;;;
ALD_prussian_constitutionalism;Kingdom of Algeria;;;Reino de Argelia;Reino de Argelia;;;;;;;;;;
ALD_hms_government;Kingdom of Algeria;;;Reino de Argelia;Reino de Argelia;;;;;;;;;;
ALD_theocracy;Theocratic Republic of Algeria;;;República Teocrática de Argelia;República Teocrática de Argelia;;;;;;;;;;
ALS_fascist_dictatorship;State of Alsatia;;;Estado de Alsatia;Estado de Alsatia;;;;;;;;;;
ALS_proletarian_dictatorship;Commune of Alsatia;;;Comuna de Alsatia;Comuna de Alsatia;;;;;;;;;;
ALS_presidential_dictatorship;United States of Alsatia;;;Estados Unidos de Alsatia;Estados Unidos de Alsatia;;;;;;;;;;
ALS_bourgeois_dictatorship;Free State of Alsatia;;;Estado Libre de Alsatia;Estado Libre de Alsatia;;;;;;;;;;
ALS_democracy;Republic of Alsatia;;;República de Alsatia;República de Alsatia;;;;;;;;;;
ALS_absolute_monarchy;Kingdom of Alsatia;;;Reino de Alsatia;Reino de Alsatia;;;;;;;;;;
ALS_prussian_constitutionalism;Kingdom of Alsatia;;;Reino de Alsatia;Reino de Alsatia;;;;;;;;;;
ALS_hms_government;Kingdom of Alsatia;;;Reino de Alsatia;Reino de Alsatia;;;;;;;;;;
ALS_theocracy;Theocratic Republic of Alsatia;;;República Teocrática de Alsatia;República Teocrática de Alsatia;;;;;;;;;;
ADU_fascist_dictatorship;State of Andalusia;;;Estado de Andalucía;Estado de Andalucía;;;;;;;;;;
ADU_proletarian_dictatorship;Commune of Andalusia;;;Comuna de Andalucía;Comuna de Andalucía;;;;;;;;;;
ADU_presidential_dictatorship;United States of Andalusia;;;Estados Unidos de Andalucía;Estados Unidos de Andalucía;;;;;;;;;;
ADU_bourgeois_dictatorship;Free State of Andalusia;;;Estado Libre de Andalucía;Estado Libre de Andalucía;;;;;;;;;;
ADU_democracy;Republic of Andalusia;;;República de Andalucía;República de Andalucía;;;;;;;;;;
ADU_absolute_monarchy;Kingdom of Andalusia;;;Reino de Andalucía;Reino de Andalucía;;;;;;;;;;
ADU_prussian_constitutionalism;Kingdom of Andalusia;;;Reino de Andalucía;Reino de Andalucía;;;;;;;;;;
ADU_hms_government;Kingdom of Andalusia;;;Reino de Andalucía;Reino de Andalucía;;;;;;;;;;
ADU_theocracy;Theocratic Republic of Andalusia;;;República Teocrática de Andalucía;República Teocrática de Andalucía;;;;;;;;;;
AES_fascist_dictatorship;Anglosaxon State;;;Estado anglosajón;Estado anglosajón;;;;;;;;;;
AES_proletarian_dictatorship;Anglosaxon Commune;;;Comuna anglosajona;Comuna anglosajona;;;;;;;;;;
AES_presidential_dictatorship;United Anglosaxon States;;;Estado anglosajón unido;Estado anglosajón unido;;;;;;;;;;
AES_bourgeois_dictatorship;Free Anglosaxon State;;;Estado anglosajón libre;Estado anglosajón libre;;;;;;;;;;
AES_democracy;Anglosaxon Republic;;;República Anglosajona;República Anglosajona;;;;;;;;;;
AES_absolute_monarchy;Anglosaxon Kingdom;;;Reino Anglosajón;Reino Anglosajón;;;;;;;;;;
AES_prussian_constitutionalism;Anglosaxon Kingdom;;;Reino Anglosajón;Reino Anglosajón;;;;;;;;;;
AES_hms_government;Anglosaxon Kingdom;;;Reino Anglosajón;Reino Anglosajón;;;;;;;;;;
AES_theocracy;Theocratic Anglosaxon Republic;;;República teocrática anglosajona;República teocrática anglosajona;;;;;;;;;;
AGC_fascist_dictatorship;State of Angoche;;;Estado de Angoche;Estado de Angoche;;;;;;;;;;
AGC_proletarian_dictatorship;Commune of Angoche;;;Comuna de Angoche;Comuna de Angoche;;;;;;;;;;
AGC_presidential_dictatorship;Democratic State of Angoche;;;Estado Democrático de Angoche;Estado Democrático de Angoche;;;;;;;;;;
AGC_bourgeois_dictatorship;Free State of Angoche;;;Estado Libre de Angoche;Estado Libre de Angoche;;;;;;;;;;
AGC_democracy;Republic ofAngoche;;;República de Angoche;República de Angoche;;;;;;;;;;
AGC_absolute_monarchy;Duchy of Angoche;;;Ducado de Angoche;Ducado de Angoche;;;;;;;;;;
AGC_prussian_constitutionalism;Duchy of Angoche;;;Ducado de Angoche;Ducado de Angoche;;;;;;;;;;
AGC_hms_government;Duchy of Angoche;;;Ducado de Angoche;Ducado de Angoche;;;;;;;;;;
AGC_theocracy;Sacred Land of Angoche;;;Tierra Sagrada de Angoche;Tierra Sagrada de Angoche;;;;;;;;;;
ANG_fascist_dictatorship;State of Angola;;;Estado de Angola;Estado de Angola;;;;;;;;;;
ANG_proletarian_dictatorship;Commune of Angola;;;Comuna de Angola;Comuna de Angola;;;;;;;;;;
ANG_presidential_dictatorship;Democratic State of Angola;;;Estado Democrático de Angola;Estado Democrático de Angola;;;;;;;;;;
ANG_bourgeois_dictatorship;Free State of Angola;;;Estado Libre de Angola;Estado Libre de Angola;;;;;;;;;;
ANG_democracy;Republic ofAngola;;;República de Angola;República de Angola;;;;;;;;;;
ANG_absolute_monarchy;Kingdom of Angola;;;Reino de Angola;Reino de Angola;;;;;;;;;;
ANG_prussian_constitutionalism;Kingdom of Angola;;;Reino de Angola;Reino de Angola;;;;;;;;;;
ANG_hms_government;Kingdom of Angola;;;Reino de Angola;Reino de Angola;;;;;;;;;;
ANG_theocracy;Sacred Land of Angola;;;Tierra Sagrada de Angola;Tierra Sagrada de Angola;;;;;;;;;;
